Name_sp	alt_mean	alt_min	alt_max	latitude_mean	latitude_min	latitude_max	mean_temp	min_temp	max_temp
Holbrookia maculata	1320.37119675456	275	2557	33.9620818623378	23.0450427265568	43.219	138.509127789047	43	216
Holbrookia propinqua	52.1538461538462	2	258	27.3001622773533	23.7837589637282	29.27252	222.132075471698	205	239
Homalopsis buccata	118.285714285714	2	587	7.38026142857143	-7.33293	16.73333	263.857142857143	233	276
Homonota fasciata	1034.05882352941	251	4618	-30.7884888235294	-38.20831	-23.31728	159.411764705882	41	231
Homopholis walbergii	900.5	77	1596	-23.9119175	-27.44467	-22.66306	195.583333333333	163	221
Hoplocephalus stephensii	294.333333333333	7	998	-29.1343978636219	-30.733	-27.26434	181.274509803922	164	197
Hydrelaps darwiniensis	14.125	3	20	-14.0699788238344	-17.97	-11.73	272.933333333333	268	279
Hydromorphus concolor	551.5	45	1218	9.9849163155372	8.78264467637618	10.93333	233.875	202	261
Hydrophis atriceps	1	1	1	1.50037	-6.4667	14.50111	274	274	274
Hydrophis cyanocinctus	1	1	1	4.16573396476374	-9.08197638759882	26.55	267	260	274
Hydrophis elegans	11.25	1	20	-14.2290134802919	-26.4	-2.5	248.46875	216	272
Hydrophis lapemoides	0	0	0	26.6357142857143	25.36667	28.28333	265.333333333333	263	267
Hydrophis macdowelli	8	8	8	-15.1052666666667	-16.65	-9.583	270.5	265	276
Hydrophis ornatus	1	1	1	-11.517412415716	-22	26.72876	262.222222222222	227	275
Hydrops martii	50	50	50	-3.36667	-3.36667	-3.36667	270	270	270
Hydrosaurus pustulatus	97.6666666666667	2	370	12.0235444444444	9.13499	15.31311	268.222222222222	258	276
Hypsiglena torquata	743.174149659864	-1	3205	31.8940822078088	21.9404821179035	45.6534999990571	176.19783197832	35	255
Hypsilurus longi	139.444444444444	19	589	-6.03788886165373	-6.833	-4.333	259.7	232	270
Hypsilurus macrolepis	18	18	18	-10.83269	-10.83269	-10.83269	260	260	260
Iberolacerta aurelioi	2360.5	2338	2383	42.629415	42.58883	42.67	20.5	15	26
Iberolacerta bonnali	2096.77777777778	1539	2811	42.6755555555556	42.64	42.73	30.1111111111111	10	49
Iberolacerta cyreni	1348.25641025641	846	2082	40.55	40.22	41.05	93.7948717948718	59	128
Iberolacerta horvathi	1072	1072	1072	46.29813	46.29813	46.29813	47	47	47
Iberolacerta monticola	878.097087378641	1	1847	43.0650661538462	40.34169	43.75	101.932692307692	47	142
Iguana delicatissima	43	43	43	17.5	17.5	17.5	261	261	261
Imantodes inornatus	554.814814814815	19	1915	8.48968809411835	-0.55	10.43972	236.962962962963	156	266
Ithycyphus miniatus	310	166	454	-14.49897	-16.229	-12.76894	249	237	261
Kanakysaurus viviparus	138	20	513	-20.2497072727273	-20.47183	-19.71305	230	219	235
Kentropyx viridistriga	178	66	454	-26.6474425	-28.051	-23.6851	214.25	194	233
Lacerta agilis	116.186733376372	-3	2605	50.6012381588903	40.67399	57.98466	94.8187263556116	-12	124
Lacerta bilineata	825.543259557344	-3	2561	43.1825800402414	36.98708	50.27447	101.579476861167	18	157
Lacerta media	1512.13636363636	179	2876	37.8650168181818	32.68565	41.907	99.5	-1	199
Lacerta schreiberi	894.461538461538	65	1579	42.2839030769231	38.35	43.66	108.038461538462	67	151
Lacerta strigata	555.916666666667	42	2012	41.0809441666667	36.65683	45.0428	112.5	49	152
Lacerta trilineata	303.358490566038	0	1226	39.0066372727273	35.0467	44.86667	148.563636363636	96	190
Lacerta viridis	417.791666666667	4	1527	44.63491375	38.5	48.562	107.125	48	166
Laemanctus longipes	168.625	12	536	16.7400081721278	15.5	18.11	257.375	242	266
Laemanctus serratus	41.0606060606061	0	243	20.4302812005587	18.3	21.269	257.818181818182	244	270
Lampropeltis alterna	786.16	411	1632	30.0982057759777	29.2920759813433	32.19	190.84	150	208
Lampropeltis calligaster	216.827419354839	-1	855	35.8016545801562	28.10713	41.01419	151.651125401929	96	217
Lampropeltis getula	463.306855277476	-68	2974	34.2144655882925	22.8883299993233	42.6340533316952	162.979934924078	57	251
Lampropeltis mexicana	1784.33333333333	1097	2271	23.5670325059086	22.5604681348884	24.74232	177.833333333333	162	197
Lampropeltis pyromelana	1816.6	1029	2660	32.7347141682502	30.3401319768119	40.1243999990701	120.533333333333	52	187
Lampropeltis ruthveni	2345	2345	2345	20.27984	20.27984	20.27984	155	155	155
Lampropeltis zonata	874.520446096654	8	2283	36.7507555509269	30.85533	42.6499999990598	125.992592592593	43	194
Lamprophis aurora	1203.84	17	1833	-27.4528952	-34.03333	-24.46667	167.88	134	201
Lamprophis fiskii	1170	1062	1277	-30.53785	-31.48333	-29.63333	158	147	168
Langaha madagascariensis	507	147	867	-12.995555	-13.34764	-12.64347	234.5	208	261
Lapemis curtus	8	8	8	-12.053113819512	-15.0755000048112	27.03333	271.25	268	273
Laticauda colubrina	15.9444444444444	0	52	-3.4055235638438	-21.17361	17.76064	265.826086956522	236	279
Laticauda laticaudata	9.2	0	19	-2.21890346159609	-22.66917	26.5068	249.952380952381	222	272
Leiocephalus carinatus	106.526315789474	4	1113	22.6120494999697	19.28069	26.90297	248.3	194	265
Leiocephalus melanochlorus	595.060606060606	23	1635	18.4226728743158	18.0689	18.644	228.705882352941	170	266
Leiocephalus schreibersii	101.954545454545	8	498	18.8797852099645	18.2061	20.0452	257.409090909091	230	269
Leioheterodon modestus	130	130	130	-16.338	-16.338	-16.338	266	266	266
Leiosaurus catamarcensis	921	795	1047	-32.67	-32.88	-32.46	159.5	157	162
Lepidoblepharis sanctaemartae	158.615384615385	1	793	9.40063384615385	7.88566	11.03156	268.307692307692	234	281
Lepidoblepharis xanthostigma	442.858490566038	5	1938	8.84496642957745	5.31917	11.0423	244.915094339623	159	280
Lepidodactylus aureolineatus	650.388888888889	19	1784	8.77747	6.48666	9.21943	239.944444444444	205	269
Lepidodactylus christiani	468.538461538462	195	907	9.53936923076923	9.25214	12.58333	250.538461538462	218	262
Lepidodactylus guppyi	193.333333333333	0	1020	-8.18808350450254	-9.75	-5.78100074264683	258.5	225	267
Lepidodactylus herrei	384.22	0	1729	9.5734216944829	9.13333	10.63056	254.56	218	278
Lepidodactylus mutahi	325.75	20	648	-5.95454402756816	-6.32	-5.66458229046851	252.4	232	267
Lepidodactylus planicaudus	275.076923076923	2	629	11.8075823076923	9.64493	13.2135	256.769230769231	225	275
Lepidodactylus pulcher	210	210	210	-2.08333	-2.08333	-2.08333	262	262	262
Lepidophyma flavimaculatum	245.073529411765	9	979	12.3427600366603	9.00271	18.5106728068502	250.588235294118	196	273
Lepidophyma gaigeae	1711.5	1077	2268	21.1653127273695	20.8905503768056	21.2933125936154	177.642857142857	157	205
Lepidophyma pajapanensis	979	979	979	18.5106728068502	18.5106728068502	18.5106728068502	196	196	196
Lepidophyma smithii	219.375	50	700	15.7233452768555	13.66667	16.3607763642266	263.125	222	275
Lepidophyma sylvaticum	1194.625	84	2164	22.5967331919567	20.6505630993025	23.0904536847983	199.25	142	255
Lepidophyma tuxtlae	462.8	11	824	18.479706061924	18.3865091190217	18.53	230.8	221	254
Leposoma parietale	223.25	133	264	0.7158325	-0.4	3.38333	254.75	249	268
Leposoma percarinatum	95	61	129	-0.329495	-2.20899	1.55	271	269	273
Leposoma rugiceps	454.916666666667	16	2275	7.42697166666667	5.4789	9.5735	255.083333333333	154	279
Leptodeira frenata	22.4814814814815	0	93	20.0863706255734	17.2181	21.217	258.333333333333	249	266
Leptodeira maculata	219.715596330275	2	1260	21.1203325879713	16.8407397466817	23.3704168014011	250.603603603604	204	288
Leptodeira nigrofasciata	208.230769230769	4	572	14.167571003464	10.34639	16.4407757346477	258.384615384615	238	276
Leptodeira punctata	40.4210526315789	10	228	21.9929560736974	21.6904938578196	24.6303569972681	250.210526315789	246	253
Leptodeira splendida	855.176470588235	67	2194	23.5169959801126	18.8806437700155	27.0696128821382	218.823529411765	156	252
Leptodrymus pulcherrimus	143.222222222222	4	910	10.8838617701929	10.032567401881	13.36667	264.666666666667	230	274
Leptophis diplotropis	299.333333333333	3	2034	21.2259597849934	15.9607902654031	25.7903084882041	246.733333333333	160	291
Leptophis mexicanus	192	-2	1264	17.722365463727	9.9167	21.617217311624	251.475247524752	186	278
Leptophis modestus	1474.33333333333	481	2213	14.6052327651598	14.33333	15.06481	182.333333333333	153	241
Leptophis nebulosus	660.5	45	1473	10.1702825210118	8.65	10.9667	228	188	261
Leptosiaphos meleagris	1200	1200	1200	0.28837	0.28837	0.28837	216	216	216
Leptotyphlops jacobseni	986	793	1179	-24.9	-25.33333	-24.46667	180.5	175	186
Lerista allochira	154.5	78	310	-22.1571428571429	-22.4	-21.8	240	234	246
Lerista connivens	77.0372340425532	4	227	-26.2734664210526	-27.71667	-23.3166	218.257894736842	202	247
Lerista elongata	139.157894736842	38	229	-29.1206268421053	-30.45	-28.32416	207.421052631579	190	216
Lerista onsloviana	20.9454545454545	3	79	-22.2302877192982	-22.98333	-21.6333	250.894736842105	249	258
Lerista stylis	28.6190476190476	13	64	-12.5207818185485	-13.966	-12.25	267.863636363636	266	272
Lerista taeniata	224	224	224	-30.611795	-30.61212	-30.61147	183	183	183
Lerista vermicularis	249.823529411765	119	297	-20.9150217647059	-21.88333	-19.5	264.411764705882	262	270
Lerista walkeri	188.416666666667	4	347	-15.3878342307692	-15.98972	-14.3983	271.038461538462	263	282
Liasis fuscus	20.9047619047619	5	73	-13.5574116473065	-18.583	-7.09876100485978	265.227272727273	234	279
Liolaemus archeforus	819.625	203	1519	-46.88374875	-47.16641	-46.26747	68.375	30	92
Liolaemus atacamensis	274	27	843	-25.22522	-26.39722	-23.51583	176.6	168	182
Liolaemus austromendocinus	1972.5	1506	2557	-35.8283316666667	-36.62297	-35.62	84.3333333333333	45	107
Liolaemus constanzae	2805.18181818182	2304	5169	-23.1063890909091	-23.78472	-22.81694	116.545454545455	8	139
Liolaemus nigromaculatus	193	12	625	-28.4667911111111	-30.83806	-26.14389	165.555555555556	148	194
Liolaemus olongasta	1330.75	963	1624	-30.37267	-31.00158	-30.06037	145	126	162
Liolaemus petrophilus	1322	1322	1322	-41.3427	-41.3427	-41.3427	82	82	82
Liolaemus platei	98.1666666666667	19	251	-29.712825	-30.99222	-28.47639	158.5	145	176
Liolaemus pleopholis	4297	4297	4297	-18	-18	-18	38	38	38
Liolaemus signifer	3649.25	2915	3977	-17.736895	-19.58361	-15.6639	93.5	77	105
Liolaemus vallecurensis	3226	2203	3868	-29.909305	-29.97778	-29.85778	23.25	-6	64
Liopeltis tricolor	140.6	19	574	2.744948	1.30989	5.41964	263.6	252	268
Liophidium torquatum	192	166	218	-16.228	-16.229	-16.227	260.5	260	261
Liopholidophis sexlineatus	1106.5	858	1448	-21.7990225	-23.41333	-21.24665	182.75	178	192
Liopholis inornata	235.692431561997	2	745	-29.6269245515967	-34.97888	-23.2785900152927	195.022544283414	161	236
Liopholis striata	449.085106382979	324	726	-23.1127331982735	-28.30833	-19.1833	232.560283687943	198	268
Liopholis whitii	342.894736842105	4	1260	-35.6717861052632	-42.2	-33.55	138.989473684211	85	174
Lioscincus nigrofasciolatum	308.3125	6	947	-21.27919125	-22.61667	-19.71305	217.958333333333	180	236
Lioscincus novaecaledoniae	349.5	162	537	-20.789395	-21.133	-20.44579	217.5	214	221
Lioscincus tillieri	483.333333333333	200	1060	-22.1440916666667	-22.27388	-22.01863	207.666666666667	195	216
Liotyphlops beui	796	730	941	-24	-25.4	-23.51667	180.75	170	187
Lipinia auriculata	707.255813953488	27	1784	10.6585830232558	9.09552	13.266	238.209302325581	193	271
Lipinia infralineolata	105.333333333333	7	156	-3.37112666666667	-3.73333	-2.80393	257	244	269
Lipinia pulchella	634.5625	17	1784	9.9964484375	8.30457	15.31311	244.53125	210	271
Lipinia rabori	467.730769230769	168	864	9.26498730769231	9.1702	9.38868	251.115384615385	218	262
Lophognathus gilberti	228.25641025641	87	423	-20.8045130793661	-23.733	-18.7318700088155	248.179487179487	238	259
Loveridgea ionidesii	784	481	1137	-10.9166666666667	-11.06667	-10.68333	231	210	248
Loveridgelaps elapoides	61.25	1	147	-8.1376	-9.533	-6.655	263.2	252	270
Loxocemus bicolor	198.425531914894	12	1987	13.6673476354421	10.2437945321525	16.6707653756008	262.212765957447	180	277
Lucasium byrnei	160.396078431373	-3	541	-30.0250284375268	-33.1513	-25.3977700186974	196.356862745098	164	223
Lycodon capucinus	116.583333333333	1	465	8.99311416666667	-8.6916	20.87	266.416666666667	248	275
Lycodon laoensis	456	225	944	16.97565375	8.37818	21.45361	240.875	210	267
Lycodon ruhstrati	963.166666666667	126	2322	23.2490388596521	21.45361	23.96616	192.666666666667	131	231
Lycodon subcinctus	263.75	3	1398	5.8568825	-8.70833	21.45361	250.1	182	276
Lycodon zawi	108	39	177	18.48139	17.65031	19.31247	260.5	259	262
Lycodonomorphus bicolor	766	766	766	-6	-6	-6	238	238	238
Lycophidion nigromaculatum	162.833333333333	50	345	5.84148166666667	5.2	6.375	261	257	269
Lycophidion ornatum	1535.5	1395	1676	-1.2885	-2.24367	-0.33333	186	178	194
Lygisaurus sesbrauna	152.538461538462	23	552	-12.5583846153846	-13.86	-10.75	255.730769230769	235	263
Lygodactylus chobiensis	886.954545454545	319	1102	-17.8683327272727	-19.1	-15.68333	223.318181818182	206	254
Lygodactylus guibei	1078	1078	1078	-18.198	-18.198	-18.198	193	193	193
Lygodactylus madagascariensis	1021	1021	1021	-12.62718	-12.62718	-12.62718	212	212	212
Lygodactylus miops	642.2	397	1078	-17.28037	-21.35718	-15.2273	212.2	193	220
Lygodactylus mirabilis	2301	2301	2301	-19.35155	-19.3531	-19.35	138	138	138
Lygodactylus nigropunctatus	1354.5	1226	1436	-24.103505	-25.75	-23	171.75	164	189
Lygodactylus picturatus	44.25	4	253	-2.90384125	-5.05	-0.08333	265.9375	256	286
Lygodactylus tolampyae	148.333333333333	52	244	-18.0497916666667	-24.11129	-16.227	258.5	242	266
Lygosoma anguinum	142	142	142	18.83475	18.83475	18.83475	267	267	267
Lystrophis histricus	165	165	165	-27.37073	-27.37073	-27.37073	207	207	207
Lystrophis semicinctus	412.051282051282	-43	1930	-34.0186412820513	-40.84882	-27.76909	161.102564102564	113	195
Lytorhynchus diadema	329.142857142857	-37	2006	27.7967664476111	18.1	32.8925	224.028571428571	189	271
Lytorhynchus ridgewayi	417	45	677	36.01581	30.81941	39.23333	177.666666666667	144	218
Macroprotodon cucullatus	251.684210526316	0	1095	38.4377817948718	31.02503	40.06	162.641025641026	131	197
Madagascarophis colubrinus	260.714285714286	8	879	-18.8434228571429	-23.93848	-12.76784	236.5	192	266
Malpolon monspessulanus	606.843223196224	-3	2826	39.96328810847	31.6389	44.46286	138.046534984935	19	186
Manolepis putnami	387.666666666667	10	986	17.5699277117219	16.0107878672084	20.4205508717065	254.380952380952	225	281
Marmorosphax montana	1031.66666666667	949	1073	-22.0067566666667	-22.01416	-22	180	180	180
Marmorosphax tricolor	471.529850746269	74	1128	-21.58238375	-22.32443	-20.4	208.926470588235	180	228
Masticophis aurigulus	442.3	48	1777	23.4645317774066	23.05569	23.7279799993043	217.5	153	239
Masticophis bilineatus	1156.79411764706	9	2271	29.9166801761131	19.2339420241758	33.79324	174.558823529412	103	254
Masticophis flagellum	699.597037037037	-66	2773	32.8239817416144	22.2504730235898	40.1083406123491	172.535555555556	43	252
Masticophis lateralis	565.25129982669	-1	2974	34.8762831589287	26.0586088490185	40.8223664441399	149.975945017182	57	226
Masticophis schotti	452.714285714286	7	1877	26.1375035047024	20.6899999993757	29.3387855057071	216.333333333333	184	241
Masticophis taeniatus	1484.80650406504	123	2857	34.9535856999712	22.9204479015263	46.98	126.369105691057	43	228
Mastigodryas dorsalis	1587.33333333333	754	3346	14.3173958124604	12.95868	15.1333	186.266666666667	131	227
Mastigodryas heathii	690.666666666667	561	878	-10.5698033333333	-11.9833	-9.76583	180.333333333333	177	183
Mastigodryas melanolomus	280.96875	3	1531	18.9196651010829	14.3	23.2604204719518	247.625	177	276
Mesalina adramitana	1099.5	1098	1101	15.435915	15.428	15.44383	222.5	222	223
Mesalina brevirostris	118	118	118	26.77675	26.72017	26.83333	260	258	262
Mesaspis gadovii	2399.18181818182	2144	2657	17.509926034576	17.2207278306764	17.6476405110007	171.818181818182	153	189
Mesaspis juarezi	2277.16666666667	1837	2887	17.5925648412925	17.5840435023153	17.600712898048	161.166666666667	129	172
Mesaspis monticola	2456.31034482759	652	3308	9.88146227982347	9.27645280964689	10.1919729181966	130.310344827586	88	233
Mesaspis moreletii	2276.72033898305	481	3790	15.642631370486	14.0076	17.2483391518441	150.338983050847	77	241
Mesaspis viridiflava	2533	1642	3107	17.3320369828758	16.9907434436657	17.6007127201426	141.105263157895	122	188
Mesoscincus managuae	241	14	468	10.58335	10.55	10.6167	249	237	261
Micrelaps muelleri	224.8	118	433	32.9638666666667	32.57092	33.24845	199.266666666667	177	209
Microlophus peruvianus	71.6206896551724	-3	458	-9.53503614576406	-15.88333	-2.3	203.46875	185	240
Microlophus tarapacensis	409	409	409	-18.51667	-18.51667	-18.51667	174	174	174
Micruroides euryxanthus	1129.20512820513	38	1818	31.7008938804465	26.9030409613641	34.41832	168.282051282051	118	251
Micrurus alleni	277.375	8	2255	9.67138294465473	8.48333	10.93333	249.1875	154	262
Micrurus browni	896.928571428571	23	1876	16.5879928222813	14.46667	17.3207175961034	228.714285714286	168	281
Micrurus diastema	161.854838709677	5	993	18.9499766172683	15.48333	21.4005569815458	251.290322580645	216	270
Micrurus dissoleucus	248	40	802	9.98950222222222	7.93229	11.08333	259.444444444444	193	284
Micrurus distans	211.714285714286	11	744	23.8792545240043	18.9839586789283	27.0589235188586	247.678571428571	224	286
Micrurus elegans	875.777777777778	521	1228	16.7931551539452	15.86972	16.999	225.666666666667	196	243
Micrurus ephippifer	1130.5	43	2069	16.7240917660805	16.3174482315525	17.1274050933899	211.75	142	276
Micrurus fulvius	85.5460992907801	0	714	29.4041881876968	24.77037	35.1741	206.760563380282	156	242
Micrurus hippocrepis	98	98	98	17.01667	17.01667	17.01667	246	246	246
Micrurus langsdorffi	258	75	413	-1.05460857142857	-3.52816	0.12242	249.571428571429	239	263
Micrurus laticollaris	618.5	156	1451	18.5731283440188	17.7706954929553	19.2606108563569	251.5	217	267
Micrurus latifasciatus	978	447	1405	15.0776552147821	14.93333	15.3668337165483	225.6	192	260
Micrurus pyrrhocryptus	509.857142857143	77	1218	-28.5240328571429	-31.35674	-22.37702	192.571428571429	147	249
Micrurus tener	168.363636363636	1	586	30.2507928770467	27.915	32.77365	196.927272727273	175	218
Mimophis mahfalensis	450.809523809524	5	1508	-18.4230833333333	-25.16667	-12.76885	237.333333333333	170	270
Mochlus sundevalli	894.823529411765	16	1958	-10.781458	-24.3	2.55	224.657142857143	160	277
Monopeltis anchietae	1007.33333333333	942	1094	-17.6409466666667	-17.90367	-17.46667	216.333333333333	213	223
Morelia amethistina	445.913580246914	8	2069	-9.67121212336935	-17.933	-3.216	240.560975609756	174	269
Morelia spilota	190.09439124487	0	1089	-30.175237262501	-37.2010200364646	-11.3	181.221781305115	111	294
Morelia viridis	383.555555555556	10	2801	-8.44606777777778	-13.95	-0.86667	249.333333333333	157	268
Morethia boulengeri	256.49829887464	-11	1163	-31.7716809380882	-37.82	-20.77499	175.611561600837	110	250
Myron richardsonii	9	3	18	-11.4000450924794	-12.666	-7.86822546239718	269.6	263	273
Nactus multicarinatus	164.090909090909	1	750	-7.81122454545455	-9.64845	-6.647	260.818181818182	234	270
Nactus pelagicus	58.5	13	165	-19.1771645454545	-20.89388	-17.633	237.636363636364	227	248
Naja atra	346.75	6	944	22.3237864473696	19	29.809	216.6875	170	243
Naja kaouthia	418.058823529412	7	1204	19.4526688235294	13.06666	27.50614	241.529411764706	192	275
Naja mandalayensis	154.1	69	218	21.502254	21.32986	22.21824	267.8	259	273
Naja philippinensis	70.5	42	99	13.5573	12.50815	14.60645	270	269	271
Naja samarensis	300	11	1077	8.18018	6.60713	9.78841	253.333333333333	224	269
Naja sputatrix	462.4	215	822	-8.041266	-8.55833	-6.5897	240.4	225	254
Naja sumatrana	18	9	27	1.56664	1.39995	1.73333	267.5	267	268
Nannoscincus exos	500.666666666667	390	556	-20.66019	-20.7	-20.63988	211	209	212
Nannoscincus garrulus	1064.4	969	1128	-21.742584	-21.74571	-21.74027	192	192	192
Nannoscincus gracilis	447.103448275862	53	939	-21.409295483871	-22.3	-20.93333	211.129032258065	197	230
Nannoscincus slevini	820	820	820	-21.583	-21.583	-21.583	199	199	199
Natriciteres fuliginoides	431.857142857143	29	658	1.37168214285714	-2.345	6.2735	239.928571428571	225	259
Natriciteres olivacea	917.112676056338	2	2678	-4.94648902777778	-20.43333	6.45	224.75	152	273
Natrix maura	619.219925808161	-3	2826	40.7176335501712	33.13517	47.8911	131.451409007111	11	218
Natrix megalocephala	1136	1136	1136	43.75	43.75	43.75	89	89	89
Natrix tessellata	511.755244755245	-3	2686	37.7132179761066	29.615	50.3	148.909722222222	22	250
Nephrurus levis	238.226032735776	-7	937	-25.4246704140346	-30.85	-18.9083	222.77424359969	184	277
Nephrurus stellatus	128.027906976744	8	355	-32.5150777674419	-33.93277	-30.416	170.516279069767	156	193
Nephrurus wheeleri	111.56	11	237	-21.6024208	-22.4253	-21.05389	265.72	260	270
Nerodia clarkii	4.91428571428571	0	18	27.2899395723319	24.55607	30.411627159151	225.048780487805	197	252
Nerodia cyclopion	20.625	2	216	30.7202339045541	28.66318	37.56398	193.75	132	212
Nerodia erythrogaster	257.910052910053	1	1325	33.3510711702435	25.5920179390906	41.64825	171.956613756614	87	226
Nerodia fasciata	35.1653116531165	0	368	30.9736323825816	25.18	36.98192	194.813513513514	138	243
Nerodia floridana	14.6415094339623	2	64	27.1819617286197	25.23041	33.0483	225.735849056604	178	242
Nerodia harteri	318.454545454545	251	494	32.8177810201	32.61754	33.0726657506978	180.181818181818	179	183
Nerodia rhombifer	234.793846153846	0	1979	32.4287145241128	17.9565308624269	40.80004	178.778461538462	104	266
Nerodia sipedon	298.429556650246	-10	2334	38.9808613789252	30.2958	46.26659	114.825787401575	39	196
Nerodia taxispilota	26.1237623762376	0	306	33.7732074412674	25.31269	37.4768	172.752475247525	143	238
Ninia diademata	847.777777777778	11	1842	17.3761311276146	14.93333	19.5814472967379	219.888888888889	169	272
Ninia maculata	714.413793103448	15	1245	9.93088293772613	9.08262393023143	10.5333	227	196	263
Ninia psephota	2043.83333333333	1198	3237	9.67505491400513	8.8	10.0970484022759	150.166666666667	93	192
Ninia sebae	552.5078125	4	3720	16.4080248125418	9.98333	21.097	234.703125	102	273
Notechis scutatus	146.92817679558	2	956	-34.789021576087	-42.883	-33.0833	152.472826086957	67	169
Oedodera marmorata	47	47	47	-20.51611	-20.51611	-20.51611	233	233	233
Oligodon ancorus	18.6	4	45	14.191952	13.1999	14.594	272	270	273
Oligodon cinereus	345.888888888889	6	1127	20.7694538888889	16.75	27.47222	237.944444444444	183	273
Oligodon cruentatus	32.2857142857143	14	48	17.3145314285714	16.75	18.93333	270.285714285714	269	273
Oligodon cyclurus	240.533333333333	4	1632	19.005814	12.66666	25.83	253.511111111111	166	280
Oligodon formosanus	250.625	19	748	21.9277202583935	18.99099	28.1	225.125	167	247
Oligodon mouhoti	9	9	9	13.05	13.05	13.05	273	273	273
Oligodon octolineatus	81.1428571428571	1	695	0.951122727272727	-6.4	6.8833	266.545454545455	234	276
Oligodon purpurascens	39	2	91	1.54599142857143	-0.03333	2.40987	266.857142857143	258	276
Oligodon signatus	65.2	37	95	1.555536	1.30989	2.40987	267.8	267	270
Oligodon taeniatus	135	86	184	14.50429	14.02802	14.98056	269.5	268	271
Oligodon taeniolatus	11	11	11	13.08429	13.08429	13.08429	286	286	286
Oligodon theobaldi	173.238095238095	70	599	21.0907833333333	19.98281	22.23353	265.666666666667	241	272
Oligodon torquatus	131.6	71	222	23.034618	21.41028	25.38333	258	239	273
Oligosoma otagense	465	465	465	-45.41395	-45.41395	-45.41395	87	87	87
Opheodrys aestivus	162.129213483146	-1	881	33.8738486202516	23.2004524169346	40.0978	167.748603351955	104	252
Ophiomorus punctatissimus	1211	1211	1211	37.0808	37.0808	37.0808	106	106	106
Ophiophagus hannah	321.1875	2	1651	15.58522875	-0.03333	27.36507	247.1875	182	276
Ophisaurus attenuatus	248.925414364641	1	658	35.8286551034889	27.28668	44.069	151.39226519337	68	223
Ophisaurus compressus	14.25	4	30	27.9313525	25.775	32.7766	221.958333333333	187	242
Ophisaurus harti	966.666666666667	90	1977	22.8486677193043	22.34944	23.8315631579129	186.333333333333	139	230
Ophisaurus mimicus	13.7	8	27	33.570911	30.42	34.7663	175.1	163	198
Ophisaurus ventralis	20.4166666666667	-3	135	31.3767425644628	25.13837	36.5894799990967	193.154761904762	153	242
Ophisops jerdonii	141	141	141	24.34917	24.34917	24.34917	270	270	270
Ophisops occidentalis	264.5	7	522	34.062585	32.8925	35.23267	185	173	197
Ophryacus undulatus	2259.75	2178	2360	17.5719546424553	17.5507058407087	17.6190319781374	172	153	185
Opisthotropis andersonii	300	257	343	22.329205	22.27277	22.38564	214.5	210	219
Opisthotropis maxwelli	560	560	560	24.41667	24.41667	24.41667	204	204	204
Oplurus cuvieri	208.307692307692	9	876	-16.4108992307692	-20.06496	-11.59833	257.230769230769	226	270
Oplurus cyclurus	255	11	862	-20.358016	-23.54317	-16.227	245	218	261
Oplurus fierinensis	10	10	10	-23.30826	-23.30826	-23.30826	242	242	242
Oplurus grandidieri	1058	1058	1058	-21.89067	-21.89067	-21.89067	192	192	192
Oplurus quadrimaculatus	668.125	11	1503	-22.95266625	-24.8137	-20.7005	213.125	162	244
Ovophis monticola	1676.42105263158	716	2606	24.8960087842367	15.08556	27.97484	157.947368421053	84	202
Oxyrhopus melanogenys	386.642857142857	75	1205	-5.91586571428571	-12.42518	0.0133	247.714285714286	215	265
Pachydactylus fasciatus	1078.25	569	1206	-19.79064	-21.83333	-19.11667	210.1875	200	235
Pachydactylus labialis	421.785714285714	3	943	-30.1482778571429	-32.183	-29.08333	170.142857142857	156	194
Pachydactylus maculatus	473.725490196078	2	1181	-30.685697254902	-34.14383	-26	181.254901960784	142	228
Pachydactylus vansoni	967.340425531915	39	2217	-25.895549787234	-28.7	-24.13333	184.085106382979	123	228
Panaspis cabindae	4	4	4	-5.98333	-5.98333	-5.98333	260	260	260
Pantherophis bairdi	975.5	333	1814	29.9149205240756	25.21867	30.90081	177.578947368421	146	210
Pantherophis emoryi	613.40243902439	5	2724	34.9234622164083	25.7703369107315	39.49021	150.963414634146	35	226
Pantherophis gloydi	172	172	172	41.6142	41.6142	41.6142	99	99	99
Pantherophis guttatus	89.6666666666667	4	350	32.3186975	25.19063	36.0108	180.25	137	238
Pantherophis obsoletus	232.55758077879	0	1203	34.8263577448256	24.86187	43.747	155.557119205298	67	246
Pantherophis vulpinus	248.607142857143	159	412	41.9919944950628	40.0781180485135	45.18333	91.4642857142857	61	109
Paracontias hildebrandti	100	53	147	-13.36532	-13.383	-13.34764	263	261	265
Parapistocalamus hedigeri	19.5	19	20	-6.5315	-6.833	-6.23	268.5	268	269
Pareas hamptoni	1135.15384615385	241	1698	16.67847	12.1761	26.71667	197.846153846154	170	232
Pareas margaritophorus	381.090909090909	1	1254	17.6090090909091	5.65962	23.19056	236.818181818182	203	274
Paroedura bastardi	52	52	52	-19.14346	-19.14346	-19.14346	262	262	262
Paroedura picta	101	6	349	-23.8786816666667	-25.43333	-22.83566	239.833333333333	230	243
Paroedura stumpffi	136.333333333333	44	218	-14.3193233333333	-16.227	-13.34764	259.666666666667	258	261
Parvilacerta parva	1185.66666666667	794	1744	39.4768233333333	38.75667	39.90713	94.3333333333333	62	113
