Name_sp	alt_mean	alt_min	alt_max	latitude_mean	latitude_min	latitude_max	mean_temp	min_temp	max_temp
Sceloporus squamosus	618.025	7	3346	13.7872498718999	10.65708	15.3630528608141	240.05	131	279
Sceloporus stejnegeri	1757	1531	1983	17.4357098227325	17.4207105370698	17.4507091083951	200	200	200
Sceloporus subpictus	2476	2476	2476	17.1607302053974	17.1607302053974	17.1607302053974	168	168	168
Sceloporus taeniocnemis	2261.06666666667	1441	3091	16.6340087138515	15.21	17.193	145.044444444444	112	191
Sceloporus teapensis	195.322033898305	3	993	17.4877814500292	15.48333	18.7470500944536	249	216	270
Sceloporus torquatus	2189.22115384615	1348	3393	20.47785564835	18.96	24.47596	161.466346153846	90	210
Sceloporus undulatus	1121.0470228158	2	4188	34.5473924457714	23.30589	43.219	134.965498052309	-29	234
Sceloporus utiformis	503.882352941176	3	3208	20.6808076329304	17.5372199994572	23.2604204719518	237.728155339806	80	273
Sceloporus vandenburgianus	1814.02857142857	656	2452	32.9017995608971	30.7866699991698	34.37111	108.057142857143	84	158
Sceloporus variabilis	463.51724137931	1	2080	20.2932555723175	9.96591205709235	29.71208	229.366771159875	176	281
Sceloporus virgatus	1842.40397350993	1158	2611	31.4662822915508	27.3102474968839	32.00909	124.920529801325	90	180
Sceloporus woodi	23.6285714285714	5	48	27.6396349006123	25.93769	29.40504	224.457142857143	207	241
Sceloporus zosteromus	285.610738255034	-2	1438	26.9890953757183	22.8882099993233	31.3000675693334	204.81045751634	137	242
Scelotes mossambicus	211.851851851852	2	629	-26.8981048148148	-28.45	-24.93333	216.518518518519	193	230
Scincella lateralis	167.360544217687	0	881	33.201527720651	24.55607	39.8321	173.579611650485	104	252
Scincopus fasciatus	194.428571428571	19	293	16.29223	13.03866	33.6485	279.428571428571	214	293
Scolecophis atrocinctus	919.25	85	1563	11.2168724039823	9.95	14.01667	222.75	188	268
Seminatrix pygaea	18.6373626373626	0	88	29.6027531596527	25.38235	35.7409	206.967032967033	163	237
Senticolis triaspis	633	6	2523	20.9967643354392	9.9167	31.8008797872041	228.445859872611	135	287
Sibon annulatus	443.875	18	1194	10.113348372605	9.43041882550597	11.0482	236.5	206	261
Sibon anthracops	113.607142857143	4	545	10.5597433198716	10.06667	13.83333	263.142857142857	235	269
Sibon dimidiatus	1422	1422	1422	15.4895	15.4895	15.4895	195	195	195
Sibon fischeri	1988.31818181818	1028	3790	15.4580865109081	14.49006	17.2483391518441	165.727272727273	102	208
Sibynomorphus ventrimaculatus	204.190476190476	115	545	-27.0401723809524	-29.68333	-25.28861	205.142857142857	188	232
Sibynophis bivittatus	234.75	27	635	9.9207925	9.6307	10.0743	262.5	244	270
Sibynophis chinensis	854	88	1545	26.87807	21.45361	30.6334	169.8	122	232
Sigaloseps deplanchei	292.433333333333	47	847	-22.2323006666667	-22.35	-21.99499	214.75	179	228
Sigaloseps ruficauda	961.4	754	1073	-22.043826	-22.06693	-22	189	180	195
Simoselaps australis	95.4156626506024	38	560	-33.4396241171124	-35.4	-29.0475800247575	174.397590361446	159	206
Simoselaps littoralis	42.2868217054264	1	232	-27.1166605	-30.41667	-22	209.65	184	247
Sinonatrix aequifasciata	532.111111111111	128	944	22.4455922222222	18.783	28.1	203.777777777778	167	225
Sinonatrix percarinata	534.846153846154	19	1098	24.0708219230769	13.06666	29.809	197.269230769231	122	255
Siphlophis compressus	500.44	39	2313	1.71405786668324	-13.633	8.51600666708099	246.48	140	283
Sistrurus catenatus	523.771986970684	3	1827	38.1933065621476	27.02583	45.71667	124.120521172638	51	225
Sistrurus miliarius	59.7246376811594	3	510	29.8080573725895	25.22477	36.9124	202.8	131	238
Sitana ponticeriana	308	28	588	9.13212	8.06646	10.19778	260.5	242	279
Sonora aemula	394.285714285714	307	496	26.9985139766736	26.8999999992381	27.0702530032807	233.857142857143	227	238
Sonora michoacanensis	1488.5	1326	1651	18.9843783401044	18.650653036031	19.3181036441778	203.5	198	209
Sonora semiannulata	655.911188004614	-68	2407	32.7912407742114	22.979207609956	43.2974599990583	174.635944700461	67	237
Sphaerodactylus difficilis	167.582608695652	2	1080	18.9641281048493	17.8674147572332	20.01667	252.516393442623	208	269
Sphaerodactylus glaucus	87.1538461538462	-2	688	18.3145991700026	15.53333	21.284	258.261538461538	224	276
Sphaerodactylus homolepis	153.25	14	394	10.2033770409508	10.0833	10.34667	256.75	247	263
Sphaerodactylus klauberi	436.04347826087	131	981	18.2968004347826	18.1185	18.4298	229.086956521739	207	245
Sphaerodactylus millepunctatus	260.555555555556	1	1016	13.675649349738	10.4244	20.5605972720362	250.055555555556	225	266
Sphaerodactylus nicholsi	38.8823529411765	3	227	18.0424725	17.9385	18.4864	257.4	249	265
Sphaerodactylus notatus	84.3571428571429	0	1113	23.076270425636	19.9603	26.90297	246.733333333333	194	261
Sphaerodactylus rosaurae	16	16	16	16.3450581307819	16.3450581307819	16.3450581307819	263	263	263
Sphaerodactylus savagei	19.4090909090909	0	51	18.4790823394393	18.1340629968144	18.76952	263.708333333333	260	265
Sphaerodactylus streptophorus	368.363636363636	25	1353	18.2143225688605	18.07573419362	18.43333	241.272727272727	184	266
Sphaerodactylus torrei	31.6666666666667	8	52	19.9974340605713	19.939822181714	20.02778	261.666666666667	261	263
Sphaerodactylus vincenti	88.5	6	171	13.15	13.13333	13.16667	254	249	259
Sphenomorphus abdictus	547.2	19	1784	10.7341086666667	6.51834	15.31311	246	205	272
Sphenomorphus acutus	714.25	159	1784	9.4605825	8.31799	10.74691	239.5	210	265
Sphenomorphus arborens	744.507692307692	27	1517	9.56169430769231	9.12904	12.2044	237.230769230769	210	275
Sphenomorphus assatus	550.071428571429	14	1329	15.0914590322507	13.6318152937253	19.3099999994105	247.428571428571	201	275
Sphenomorphus beyeri	1498	1498	1498	14.06679	14.06679	14.06679	191	191	191
Sphenomorphus bignelli	152.142857142857	1	1020	-8.92786428571429	-9.75	-8.1	259.142857142857	225	267
Sphenomorphus cherriei	323.111111111111	1	1453	11.9486635259386	8.31302	21.161	247.469135802469	180	272
Sphenomorphus concinnatus	296.48275862069	0	2143	-7.35498753271294	-9.75	-5.58	254.08064516129	175	271
Sphenomorphus coxi	757.4	28	1784	9.97600066666667	6.51834	14.17076	231.4	195	271
Sphenomorphus cranei	312.111111111111	0	2143	-8.45520663988332	-9.75	-5.78100074264683	250.421052631579	175	270
Sphenomorphus fasciatus	520	29	1784	8.76989866666667	6.21667	10.9493	244.866666666667	194	269
Sphenomorphus incertus	1693.66666666667	1375	1995	15.4600733333333	15.1305	15.81639	172	154	182
Sphenomorphus jagori	401.078947368421	5	1700	10.5115199305809	6.48666	14.17076	254.131578947368	193	273
Sphenomorphus mindanensis	736.818181818182	168	1784	9.64587090909091	9.04627	11.0104	236.545454545455	210	265
Sphenomorphus steerei	616.287769784173	2	1784	10.048734676601	8.29416	15.31311	243.307142857143	191	275
Sphenomorphus taylori	754	648	860	-5.67796711996402	-5.69135194945953	-5.66458229046851	230.5	225	236
Stegonotus florensis	807	807	807	-8.583315	-8.58333	-8.5833	220	220	220
Stegonotus heterurus	397.333333333333	127	913	-4.984275	-5.49895	-4.503	243.166666666667	214	262
Stenocercus aculeatus	654	505	769	-1.67083333333333	-1.788	-1.58333	228	222	235
Stenocercus crassicaudatus	2053.2	1066	3012	-13.038173579157	-13.17017	-12.6202078957852	176.2	153	217
Stenocercus festae	2722.73333333333	2319	3859	-2.97672266666667	-3.6	-2.51667	131.533333333333	57	154
Stenocercus prionotus	490.2	166	1336	-10.69402	-15.28333	-7.1833	249.2	216	266
Stenorrhina freminvillei	342.929292929293	4	2634	15.9224309279653	9.9333	21.3872275608355	250.54	129	288
Stilosoma extenuatum	26.3	17	36	29.013837001329	27.9774000132895	29.6521	210.9	204	223
Storeria dekayi	722.826086956522	10	2879	21.8135519561553	14.1558	26.57972	214.434782608696	126	255
Storeria hidalgoensis	1742	1742	1742	21.2672036658296	21.2672036658296	21.2672036658296	175	175	175
Storeria occipitomaculata	369.188498402556	5	1837	40.3815911474355	29.21646	47.3088537177945	94.5718849840256	27	208
Storeria storerioides	2225.66666666667	2041	2397	19.1170922290462	17.7106976917402	19.9405789953983	164.666666666667	147	196
Strophurus ciliaris	324.059885151764	0	1157	-20.8530501114242	-31.766	-11.3476	242.304098360656	182	291
Strophurus jeanae	299.766666666667	157	447	-19.988781	-20.93333	-18.8833	266.466666666667	255	274
Strophurus michaelseni	179.028571428571	16	330	-28.3792811428571	-30.3713	-25.9755	200.8	184	218
Suta flagellum	413.175824175824	6	1047	-36.8975156109619	-38.33	-34.466	129.175824175824	96	153
Suta nigriceps	121.297872340426	25	344	-34.9865190425532	-36.78	-30.56888	159.797872340426	139	198
Symphimus leucostomus	242.833333333333	26	567	16.8801696689206	16.3307817220278	19.0024329256968	259.833333333333	240	276
Symphimus mayae	23.2	6	55	20.6536055545043	18.84906	21.097	256.15	252	262
Synophis lasallei	1498	1498	1498	4.91667	4.91667	4.91667	204	204	204
Tachymenis chilensis	297.923076923077	12	857	-35.7826607692308	-40.57361	-30.84083	139.307692307692	96	170
Taeniophallus affinis	648	648	648	-23.83333	-23.83333	-23.83333	176	176	176
Takydromus sexlineatus	546.357142857143	4	1591	14.9015875733339	-7.33293	24.27	236.642857142857	186	280
Tantilla armillata	234.625	4	1172	10.354051270691	10.00723	10.47452885008	254.625	188	269
Tantilla atriceps	1346.30769230769	737	1938	25.2232346873484	23.4604331199802	27.5702633753715	194.923076923077	177	214
Tantilla bocourti	1938.2	1339	2479	20.0556628805703	18.718	22.8104498988753	175.8	145	209
Tantilla calamarina	406.777777777778	6	1695	20.2437441191812	16.8699999994754	23.5104090110626	245	195	278
Tantilla coronata	111.275862068966	5	508	33.8539546545564	30.3170299991773	36.3996	168.033333333333	129	194
Tantilla cuniculator	21	13	27	20.7057494181777	20.4506007222789	20.968	257.666666666667	256	259
Tantilla deppei	1773.5	1514	2033	18.9606399290612	18.9206415401306	19.0006383179918	179	151	207
Tantilla gracilis	305.590257879656	2	942	34.0593017013371	26.00192	39.28659	164.991404011461	118	231
Tantilla hobartsmithi	1137.54782608696	152	2030	32.621738811103	28.9781722798635	37.1749999990913	166.773913043478	123	216
Tantilla jani	2620	2620	2620	14.73333	14.73333	14.73333	120	120	120
Tantilla nigriceps	896.562211981567	5	2032	34.2404194550424	26.02215	40.1491055438264	152.078341013825	103	233
Tantilla oolitica	13	13	13	25.7485	25.7485	25.7485	242	242	242
Tantilla planiceps	365.071428571429	17	1696	32.9957705395033	23.05569	37.6832691139462	171.09219858156	117	241
Tantilla relicta	29.5	9	51	28.5965441860128	27.1204	29.82665	215.388888888889	203	232
Tantilla rubra	961.266666666667	42	2406	17.918300424878	16.2346764133102	23.511540920525	220.133333333333	142	276
Tantilla schistosa	507.166666666667	100	993	11.217846934755	8.48333	18.4806745045671	235	216	260
Tantilla tayrae	1484.75	744	3388	15.0629126364639	15.0372404357594	15.126	200.5	102	255
Tantilla wilcoxi	1888	470	2353	26.7485929147646	22.3504773679128	31.72444	157.857142857143	114	221
Tantilla yaquia	1052.34482758621	11	1796	29.5428829843155	23.3304166448386	32.0348	179.793103448276	117	255
Tantillita brevissima	73	73	73	16.092	16.092	16.092	269	269	269
Tarentola americana	121.5	8	731	20.2603381713488	19.9167	21.9136	255.125	215	263
Tarentola angustimentalis	167.173913043478	28	371	28.6435412	28.07	29.24	190.68	178	200
Tarentola boettgeri	410.777777777778	6	842	27.9403668421053	27.68	28.16	180.263157894737	152	204
Tarentola delalandii	816.620689655172	2	2246	28.3627193103448	28.06	28.76	161.931034482759	106	205
Tarentola gomerensis	429.571428571429	1	1048	28.1014442857143	28.05	28.16449	177.428571428571	159	202
Tarentola mauritanica	487.622936189201	-14	2658	38.9304985601057	28.5708	44.05157	151.254513430207	61	218
Teira dugesii	379.176470588235	15	942	33.3449370587694	32.64518	38.716669999079	162.529411764706	129	181
Telescopus variegatus	271.571428571429	149	419	10.3496742857143	8.167	12.46667	276	262	284
Teratoscincus przewalskii	910.375	447	1186	41.494975	39.02344	45.66788	103.375	81	117
Tetradactylus africanus	151.272727272727	32	512	-29.09563	-34.03333	-27.26667	205.181818181818	175	223
Thamnodynastes pallidus	69.3333333333333	17	146	-5.58611	-12.41667	-1.90833	263.333333333333	260	268
Thamnodynastes strigatus	557.6	42	1657	-25.355381	-31.77013	-19.98333	189.7	136	232
Thamnophis atratus	500.702312138728	1	1995	38.9671614650944	34.74556	43.2354899990585	121.980113636364	58	169
Thamnophis brachystoma	438.337837837838	199	686	41.6258796641728	40.3898999990687	42.16928	76.8513513513514	62	104
Thamnophis butleri	221.652173913043	173	300	41.7869821530535	39.9268	42.34894	94.6086956521739	86	104
Thamnophis chrysocephalus	1853.29411764706	972	2476	17.3561486975087	16.1674510650112	18.6806585464269	172	129	222
Thamnophis couchii	1328.49722222222	88	3218	38.5211568906403	35.16667	41.0207866115803	99.3055555555556	8	188
Thamnophis cyrtopsis	1195.33165829146	4	2885	25.177043212325	15.9407940948622	31.40536	196.361809045226	105	285
Thamnophis elegans	1380.86459286368	-3	4188	39.1951913129441	30.7866699991698	52.07782	88.0239385727191	-29	171
Thamnophis eques	2033.95238095238	931	4613	25.1502398279322	19.0339721547918	34.77112	149.170068027211	21	210
Thamnophis fulvus	2168.85294117647	1245	2848	15.3846410843839	14.05	17.1807426391994	152.794117647059	121	208
Thamnophis gigas	24.48	2	49	37.660355580609	36.69667	39.09113	164.28	158	168
Thamnophis godmani	2116.36363636364	1144	3002	17.8733207312433	17.0107404890121	18.8673205826164	156.727272727273	122	198
Thamnophis hammondii	605.393939393939	5	2974	33.2736570779945	24.8465123190275	36.6617624127986	153.105263157895	43	225
Thamnophis marcianus	750.09375	11	1689	25.8722621672493	16.3207786316905	31.6118	210.34375	159	276
Thamnophis melanogaster	1951.625	1362	2863	20.9372250309969	19.2706253386976	24.7903649815682	174.34375	126	206
Thamnophis ordinoides	162.890410958904	2	1356	46.0084575383801	41.54694	50.03312	100.648648648649	34	119
Thamnophis proximus	461.098360655738	-2	2405	21.4570414920978	9.8667	28.45026	230.262295081967	137	269
Thamnophis radix	805.183752417795	195	2334	41.0196341816281	35.79056	54.45	98.8723404255319	13	141
Thamnophis rufipunctatus	1898.92857142857	1204	2760	31.5042221480295	23.72124	35.04446	118.632653061224	62	204
Thamnophis sauritus	102.635775862069	-78	992	34.5561783176131	24.66264	45.4541095958334	159.397435897436	46	249
Thamnophis scalaris	2732.70833333333	1455	3495	19.3991399214796	19.02897	20.2205825043978	122.416666666667	87	173
Thamnophis scaliger	2239	2239	2239	19.432007811095	19.432007811095	19.432007811095	159	159	159
Thamnophis sirtalis	1096.66666666667	7	2363	38.4952152583458	32.2072486551718	50.03312	117.893333333333	34	164
Thamnophis sumichrasti	1983	1818	2191	20.0108722293566	19.6114458010127	20.5905661733518	149	139	154
Thamnophis valida	67.9312977099237	3	372	23.0331009817014	16.8718482558114	27.7302237225341	247.954545454545	224	281
Thelotornis capensis	658.588785046729	2	1862	-21.9302582242991	-30.81667	-4.75	207.065420560748	162	264
Timon lepidus	649.181496598639	-3	2826	40.0898692698756	36.01	45.09469	135.02244456463	38	186
Timon pater	232.333333333333	6	853	36.6238966666667	35.85867	36.9585	172.833333333333	151	183
Toxicocalamus misimae	112	112	112	-10.666	-10.666	-10.666	259	259	259
Trachylepis aurata	40	40	40	36.82244	36.6262	37.01868	182.5	180	185
Trachylepis aureopunctata	663.666666666667	3	1027	-22.4660133333333	-23.45716	-21.85291	205	179	241
Trachylepis boettgeri	1448	1448	1448	-23.41333	-23.41333	-23.41333	178	178	178
Trachylepis gravenhorstii	646.41935483871	8	1427	-19.5144829032258	-25.03008	-13.28333	212.225806451613	176	265
Trachylepis lacertiformis	692.75	128	1519	-18.525	-19.95	-16.16667	223.5	162	266
Trachylepis madagascariensis	2301	2301	2301	-19.35	-19.35	-19.35	138	138	138
Trachylepis margaritifera	552.666666666667	451	672	-2.90176666666667	-3.38333	-2.33333	246.666666666667	237	253
Trachylepis punctatissima	1397.84615384615	1121	1778	-25.8944907692308	-29.27017	-24.20156	169.076923076923	128	187
Trachylepis seychellensis	273.5	169	378	-4.4203125	-4.6833	-4.33135	259	252	263
Trachylepis vittata	525.213114754098	-246	1998	33.36702390625	31.75317	37.01868	178.828125	107	230
Trapelus savignii	186.636363636364	29	350	30.9712418181818	30.05	31.17112	196.181818181818	190	214
Tribolonotus blanchardi	279	46	589	-6.08206084458996	-6.67121111554487	-5.78100074264683	252.333333333333	232	264
Tribolonotus brongersmai	210	210	210	-2.08333	-2.08333	-2.08333	262	262	262
Tribolonotus ponceleti	219.714285714286	1	973	-6.72046401497202	-7.6	-5.78100074264683	256.571428571429	217	269
Tribolonotus pseudoponceleti	252.454545454545	16	860	-6.22527042806391	-7.07126	-5.25	257.333333333333	225	271
Trimeresurus gramineus	721	721	721	18.98783	18.98783	18.98783	244	244	244
Trimetopon gracile	1946.75	1246	2528	9.97307171334872	9.9521166812738	9.9844601721211	163	139	203
Trimetopon pliolepis	375.5	45	1156	10.2534695559879	9.9333	10.43333	244.25	202	261
Trimorphodon tau	1101.20512820513	8	2284	21.4207216843371	16.2954960509799	27.0943011670248	215.358974358974	142	285
Trogonophis wiegmanni	218.45	4	1043	34.6549704761905	31.387	36.71472	173.857142857143	133	193
Tropidoclonion lineatum	579.179347826087	65	2249	36.5856227609347	29.56902	43.58167	137.779891304348	75	203
Tropidodipsas philippii	360.666666666667	11	1694	20.6174908243763	16.0307895198113	21.7904893453617	243.75	190	266
Tropidodipsas sartorii	236.888888888889	6	3790	18.8921123504146	13.7	21.19628	247.777777777778	102	272
Tropidonophis dendrophiops	528	5	844	8.31114666666667	6.54386	9.19725	238.333333333333	224	267
Tropidonophis hypomelas	214	188	258	-4.53017333333333	-4.55452	-4.503	254.666666666667	251	262
Tropidonophis mairii	77.9962192816635	2	1014	-14.9152813797234	-29.466	-5.4923330140441	262.651769087523	186	290
Tropidonophis negrosensis	833.5	625	1104	9.5615825	9.2833	10.3879	218.25	218	219
Tropidonophis parkeri	1424.83333333333	992	2015	-6.32745149177224	-6.72395	-5.97920141199655	198	174	217
Tropidophis pardalis	75.75	18	292	22.77316125	21.6667	23.1333	246	231	252
Tropidophorus grayi	401.5625	28	874	11.329685	10.12444	14.17076	255.5	238	271
Tropidophorus misaminius	783.1	11	1885	8.476789	6.48666	9.20833	231.7	181	269
Tropidoscincus aubrianus	8	8	8	-21.266	-21.266	-21.266	230	230	230
Tropidoscincus boreus	650.058823529412	162	1215	-20.9197276470588	-21.58249	-20.39666	204.852941176471	188	224
Tropidoscincus variabilis	487.413793103448	70	1073	-22.1591496666667	-22.31804	-21.883	207.466666666667	180	228
Tropidurus erythrocephalus	987	987	987	-11.55787	-11.55787	-11.55787	203	203	203
Tropidurus torquatus	352.5	98	667	-14.2079928571429	-23.2	3.381	243.428571428571	199	272
Tympanocryptis uniformis	105.333333333333	78	160	-16.4373533375781	-17.1685800069543	-16.0717	272.666666666667	268	275
Typhlops canlaonensis	915	827	1003	10.38245	10.3755	10.3894	219	219	219
Typhlops capitulatus	378.444444444444	23	808	18.3622911111111	18.19434	18.65	246.777777777778	209	261
Typhlops diardii	320.5	18	1127	20.844345	12.0684	27.5	232.25	183	270
Typhlops hectus	399.9	42	1312	18.4570902466576	18.31667	18.63333	241.318181818182	198	262
Typhlops hypomethes	33.3333333333333	9	79	18.3569525	18.0211	18.487	254.75	249	257
Typhlops luzonensis	590.129032258065	30	1248	9.79608322580645	9.137	14.13739	245.483870967742	207	275
Typhlops microstomus	21.375	8	30	20.847420480072	20.667259000295	21.097	255.875	252	259
Typhlops mucronatus	1021	1021	1021	-12.62718	-12.62718	-12.62718	212	212	212
Typhlops muelleri	189.75	9	577	3.07399	-0.11667	5.50964	256.5	229	268
Typhlops ruficaudus	294	294	294	12.58333	12.58333	12.58333	261	261	261
Typhlops sulcatus	84.625	-24	537	18.1225357007655	17.7840788077409	18.65	259.5625	233	273
Typhlops syntherus	87.8	2	189	17.9503496802349	17.7840788077409	18.1063426848763	259.3	252	266
Typhlosaurus caecus	64.6	3	175	-31.936668	-32.15	-31.66667	180.6	179	186
Uma inornata	132.513513513514	-19	1016	33.8036629800635	33.6750711017277	33.9564023337263	222.486486486486	180	229
Uma notata	56.2241379310345	-74	225	32.8310416759872	31.8511199991538	33.3058040011864	224.689655172414	214	229
Uma paraphygas	1154	1154	1154	26.6802913192047	26.6802913192047	26.6802913192047	191	191	191
Uma scoparia	542.138211382114	107	1179	34.5981275330588	33.6122799991297	35.7967634946663	205.845528455285	162	233
Uromastyx benti	708	24	1392	17.071515	17.00933	17.1337	231	200	262
Uropeltis ellioti	174	174	174	8.93415	8.93415	8.93415	271	271	271
Uropeltis liura	888	888	888	8.56861	8.56861	8.56861	212	212	212
Uroplatus ebenaui	1005	1005	1005	-12.55034	-12.55034	-12.55034	197	197	197
Uroplatus fimbriatus	657.625	281	1098	-18.06035	-21.40556	-15.3983	212.375	190	226
Uroplatus guentheri	192	166	218	-16.228	-16.229	-16.227	260.5	260	261
Uroplatus henkeli	192	166	218	-16.228	-16.229	-16.227	260.5	260	261
Uroplatus phantasticus	1026.8	928	1156	-19.698174	-21.39938	-18.198	189.6	180	200
Uroplatus sikorae	1066.36363636364	832	1427	-17.9172	-21.39246	-12.52886	192.909090909091	176	209
Urosaurus auriculatus	376.714285714286	48	898	18.7649317621843	18.75	18.7926061300631	228.142857142857	217	244
Urosaurus bicarinatus	482.007518796992	3	1843	20.1406778063092	15.6708074705323	27.1274739314855	245.470149253731	175	291
Urosaurus gadovi	292	187	485	19.0039595141243	18.8606350964073	19.0906234610661	285.166666666667	276	289
Urosaurus graciosus	295.455089820359	-57	958	33.7374660692036	30.9845221597325	36.8052299990947	214.994011976048	162	233
Urosaurus lahtelai	610.923076923077	553	713	29.7419803675194	29.641899130376	29.85776	178.461538461538	172	181
Urosaurus nigricaudus	347.415816326531	-2	1839	26.5919344721042	22.8882099993233	33.2913699991339	207.430730478589	116	243
Urosaurus ornatus	1251.38136200717	-10	3202	32.0893254311952	24.9403439093917	40.8899999990662	157.030085959885	39	258
Urotheca guentheri	205.444444444444	5	833	10.1643265457523	8.66599340800685	10.76638	250.444444444444	208	263
Uta squamata	45	45	45	25.6524633330877	25.65	25.65667	238	238	238
Uta stansburiana	837.8177537085	-69	2974	33.7084085477081	22.8882099993233	46.95426	163.672119654125	40	251
Varanus bengalensis	200.814814814815	6	1537	15.0494	5.94372	34.55	254.814814814815	147	286
Varanus exanthematicus	82.5	12	216	10.29135	5.61667	16.10168	265.5	250	279
Varanus glauerti	146.370967741935	4	513	-15.0762160869565	-16.56028	-13.8833	273.942028985507	258	288
Varanus indicus	142.855555555556	1	1589	-7.66265154993368	-17.2667	16.35321	261.373737373737	188	276
Varanus jobiensis	427.384615384615	40	1186	-5.45999857142857	-8.86866	-2.433	249.214285714286	211	267
Varanus primordius	84.8695652173913	16	137	-13.4361417407679	-13.7358900036587	-12.633	272.913043478261	270	276
Varanus rosenbergi	199.625196850394	0	1192	-34.5910116423506	-36.84876	-31.6833	156.086890243902	99	184
Varanus salvator	97.6142857142857	2	1284	2.98542916666667	-9.43333	22.14551	265.194444444444	191	281
Varanus scalaris	93.3961661341853	1	769	-13.2916666362857	-17.2833	-8.88514	272.518167456556	207	289
Vermicella snelli	357.225	4	718	-21.90526725	-23.86667	-20.655	258.125	237	274
Vipera ammodytes	567.473684210526	23	1185	42.139048	37.1	46.33457	109.25	64	180
Vipera aspis	674.710087370929	0	3201	44.9061261636219	40.75064	49.30167	96.3264495631454	-18	158
Vipera kaznakovi	579	579	579	41.4435	41.4435	41.4435	122	122	122
Vipera latastei	878.873159682899	-1	2826	39.9744786004515	36.16	42.84	123.676072234763	38	182
Vipera seoanei	717.618421052632	1	2028	42.9494306735751	41.86	43.75	111.20207253886	47	148
Vipera transcaucasiana	1426.5	679	2174	41.129245	40.85849	41.4	63	22	104
Vipera ursinii	825.133333333333	332	1386	44.0427406666667	43.60262	44.51742	97.8	72	129
Virginia striatula	167.028846153846	1	673	32.9399699757276	28.01199	38.25547	177.173076923077	125	218
Virginia valeriae	179.126696832579	2	1001	36.2230306695172	29.42389	41.7317699990627	146.701357466063	69	206
Voeltzkowia mira	166	166	166	-16.229	-16.229	-16.229	261	261	261
Xantusia bezyi	1051.2	759	1293	33.721193	33.31793	33.86421	173.4	163	195
Xantusia henshawi	760.746376811594	75	3161	33.1124479685872	30.96667	33.9303799991258	161.300724637681	57	226
Xantusia riversiana	243.065217391304	15	534	32.9903110274762	32.84679	33.27033	152.083333333333	146	158
Xantusia vigilis	975.609988109394	8	3206	34.2184550763047	23.5348326541373	37.9070799990852	157.072532699168	58	225
Xenochrophis flavipunctatus	384.588235294118	4	2322	16.5437717647059	6.17958	23.63978	245.411764705882	131	281
Xenochrophis trianguligerus	228.903225806452	3	1100	4.31099881615948	-7.49167	14.73278	256.354838709677	213	270
Xenodon neuwiedii	650.428571428571	204	890	-23.0078614285714	-30.41667	-16.95503	192.857142857143	175	219
Xenopholis scalaris	153.2	71	203	-9.756732	-12.6	-3.78333	257.8	255	264
Xenosaurus grandis	1056.29411764706	646	1502	18.5183483735606	16.869	18.8839799029004	203.764705882353	162	237
Xenosaurus newmanorum	667	611	723	21.3906636986265	21.3838589774191	21.397468419834	225	225	225
Xenosaurus rectocollaris	2177	2177	2177	18.668	18.668	18.668	148	148	148
Zonosaurus aeneus	1048.75	601	1507	-21.12282	-23.83	-18.198	186.75	167	201
Zonosaurus laticaudatus	160.857142857143	58	244	-17.1449285714286	-20.0598	-16.2017	260.714285714286	256	266
Zonosaurus madagascariensis	627.5	13	1427	-16.5446183333333	-21.26667	-13.28333	217.666666666667	176	265
Zonosaurus maximus	60.5	11	110	-23.48261	-23.9384	-23.02682	230.5	228	233
Zonosaurus ornatus	1150	942	1448	-21.8032375	-23.41333	-21.24861	179.75	178	182
Zonosaurus rufipes	334.333333333333	44	811	-14.11037	-14.49566	-13.38333	235	209	258
Zootoca vivipara	168.583284423054	-3	3148	52.9597126085462	42.48	71.15367	85.6724710734334	-35	142
